encoding qubits,number of iterations,solution,eigenvalue,time
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,0.9656641483306885
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.66438889503479
4,5,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.8273060321807861
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,1.8109261989593506
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,1.332854986190796
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,4.989110946655273
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.1675519943237305
4,10,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.7799997329711914
4,20,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.3459999561309814
4,30,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,3.2715859413146973
4,40,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,4.557421922683716
4,50,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.7926299571990967
4,60,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,3.4210972785949707
4,70,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,1.6136879920959473
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.722794055938721
4,90,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.835066080093384
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,0.07191801071166992
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.22971010208129883
4,3,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,0.49506115913391113
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.32418298721313477
4,5,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,0.2970402240753174
4,6,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,3.1797571182250977
4,7,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,1.3252360820770264
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,1.2867047786712646
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,3.208367109298706
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.343984842300415
4,20,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,4.403400897979736
4,30,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.3340532779693604
4,40,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.8536229133605957
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,4.307099342346191
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,3.1759891510009766
4,70,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,4.035379886627197
4,80,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,4.030239105224609
4,90,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.107240915298462
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.038285017013549805
4,2,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,0.06852316856384277
4,3,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.42917490005493164
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.2819399833679199
4,5,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,1.8367300033569336
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,1.1708881855010986
4,7,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.0631937980651855
4,8,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.75531005859375
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,3.593755006790161
4,10,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,1.7673981189727783
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.061271905899048
4,30,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.0473358631134033
4,40,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,4.3087158203125
4,50,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.9850611686706543
4,60,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.637009859085083
4,70,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.058069944381714
4,80,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.773123025894165
4,90,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.197042942047119
4,1,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.02532505989074707
4,2,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.12341809272766113
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,1.1855449676513672
4,4,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,1.1682138442993164
4,5,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.2984960079193115
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.6421091556549072
4,7,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.4446349143981934
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,1.0720748901367188
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.3871662616729736
4,10,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,3.499830722808838
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,1.36696195602417
4,30,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,2.2735228538513184
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,4.4192187786102295
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.3804900646209717
4,60,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.3615851402282715
4,70,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.886300802230835
4,80,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.515238046646118
4,90,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.158329963684082
4,1,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.021294832229614258
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,0.16091275215148926
4,3,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.08551812171936035
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.61151123046875
4,5,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.1270768642425537
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,1.5487370491027832
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,0.7944800853729248
4,8,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.7355740070343018
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.5582618713378906
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,1.598311185836792
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,2.167184829711914
4,30,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.267789840698242
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.4437329769134521
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,2.338547945022583
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,2.710949182510376
4,70,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.014937162399292
4,80,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.4194560050964355
4,90,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,3.715179920196533
4,1,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.04683804512023926
4,2,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.0410771369934082
4,3,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.20311498641967773
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.14049506187438965
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,1.5253791809082031
4,6,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.8123867511749268
4,7,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,1.8467190265655518
4,8,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.5070149898529053
4,9,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.1374521255493164
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.4530081748962402
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,3.166008949279785
4,30,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,4.300320148468018
4,40,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,2.724916934967041
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,2.561189889907837
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.3905532360076904
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.222008228302002
4,80,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,3.873607873916626
4,90,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.4878997802734375
4,1,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.023917675018310547
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.08057117462158203
4,3,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.4594230651855469
4,4,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,1.6031107902526855
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,2.0507211685180664
4,6,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.0121288299560547
4,7,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,3.156684637069702
4,8,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.526198148727417
4,9,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.415059804916382
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.8970110416412354
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,1.7459640502929688
4,30,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,3.9527549743652344
4,40,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.266404867172241
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.791630744934082
4,60,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,3.2154691219329834
4,70,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.009159803390503
4,80,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,2.444801092147827
4,90,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.329394817352295
4,1,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,0.023077964782714844
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.055043935775756836
4,3,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.3772850036621094
4,4,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,1.7604150772094727
4,5,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,0.4956669807434082
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,2.270301103591919
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.282892942428589
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.551452159881592
4,9,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,2.9018850326538086
4,10,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,2.11893892288208
4,20,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.218454122543335
4,30,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.5267910957336426
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.62689471244812
4,50,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,4.685481071472168
4,60,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,3.6445419788360596
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,4.932607889175415
4,80,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,4.67062520980835
4,90,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,2.62319278717041
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.02643585205078125
4,2,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,0.08826708793640137
4,3,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.2398548126220703
4,4,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,1.2353782653808594
4,5,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,1.1350409984588623
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,1.757472038269043
4,7,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.3238558769226074
4,8,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.440261125564575
4,9,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.4274849891662598
4,10,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.370008945465088
4,20,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},2.0,3.6011641025543213
4,30,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.4379420280456543
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,2.152961015701294
4,50,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.71285080909729
4,60,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.8773481845855713
4,70,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.88474702835083
4,80,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,3.4701108932495117
4,90,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,3.737215042114258
4,1,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.026461362838745117
4,2,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,0.18479394912719727
4,3,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,0.11623311042785645
4,4,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,0.2352619171142578
4,5,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.068279981613159
4,6,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},2.0,1.8497469425201416
4,7,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,3.8204238414764404
4,8,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,1.5939271450042725
4,9,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.811244010925293
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.769282817840576
4,20,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,3.5560758113861084
4,30,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.127257823944092
4,40,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,1.5716321468353271
4,50,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,3.393671751022339
4,60,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},4.0,4.902354955673218
4,70,{'x0': np.float64(0.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,2.3687679767608643
4,80,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},12.0,2.662717819213867
4,90,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.0539379119873047
4,1,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-7.0,0.025170087814331055
4,2,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.05666518211364746
4,3,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},-1.0,0.06477499008178711
4,4,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(1.0)},12.0,1.8113107681274414
4,5,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.1321589946746826
4,6,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(1.0), 'x3': np.float64(0.0)},-1.0,3.0631089210510254
4,7,{'x0': np.float64(0.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},0.0,0.6706690788269043
4,8,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(1.0), 'x3': np.float64(1.0)},-2.0,2.328984022140503
4,9,{'x0': np.float64(1.0), 'x1': np.float64(1.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},26.0,2.3971409797668457
4,10,{'x0': np.float64(1.0), 'x1': np.float64(0.0), 'x2': np.float64(0.0), 'x3': np.float64(0.0)},5.0,3.54341983795166
